"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Rojhan H.; Bellotti F.; Lazzaroni L.; Fresta M.; Forneris L.; Pighetti A.; Berta R.","Rojhan, Hadise (59706210500); Bellotti, Francesco (55890888700); Lazzaroni, Luca (57220892898); Fresta, Matteo (58308149100); Forneris, Luca (58024898300); Pighetti, Alessandro (58023909200); Berta, Riccardo (6701751695)","59706210500; 55890888700; 57220892898; 58308149100; 58024898300; 58023909200; 6701751695","Managing Performance Indicator (PI) Forms Through a State-of-the-Art Big Data Platform","2026","Lecture Notes in Electrical Engineering","1553 LNEE","","","218","223","0","10.1007/978-3-032-17174-0_30","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105031730433&doi=10.1007%2F978-3-032-17174-0_30&partnerID=40&md5=c6b1ff3c675755e90244787d89b1556b","Application programming interfaces (API); Behavioral research; Big data; Data integration; Decision making; Digital storage; Information management; Information services; Open systems; Data platform; Driving decision makings; Management systems; Performance indicator management system; Performance indicators; Real- time; Real-time data; Real-time data integration; State of the art; Benchmarking","Conference paper","Final","","Scopus","2-s2.0-105031730433"
"Shukla P.; Goyal P.","Shukla, Pratik (60498179600); Goyal, Pramod (59134969200)","60498179600; 59134969200","AI, Ethics, and Engagement: Towards Responsible Personalization in Digital Marketing","2026","Communications in Computer and Information Science","2866 CCIS","","","21","34","0","10.1007/978-3-032-17300-3_2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105032642585&doi=10.1007%2F978-3-032-17300-3_2&partnerID=40&md5=f39c2c48780c46d7cfb12461f9d9be6f","Electronic commerce; Ethical technology; Human computer interaction; Information use; Marketing; Privacy by design; Strategic planning; Transparency; AI in marketing; AI-driven marketing; Algorithmic transparency; Algorithmics; Conceptual model; Consumer trust; Digital wellbeing; Emerging markets; Ethical concern.; Ethical concerns; Ethical designs; India; Personalized marketings; Trustworthy AI; Wellbeing; Artificial intelligence","Conference paper","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105032642585"
"Bindi B.; Garofano M.; Parretti C.; Pascarelli C.; Arcidiacono G.; Bandinelli R.; Corallo A.","Bindi, Bianca (57192382509); Garofano, Marina (57218251410); Parretti, Chiara (56979949200); Pascarelli, Claudio (56340453900); Arcidiacono, Gabriele (56656284600); Bandinelli, Romeo (15768608600); Corallo, Angelo (14020996400)","57192382509; 57218251410; 56979949200; 56340453900; 56656284600; 15768608600; 14020996400","A Benchmarking Framework for Cost-Effective Wearables in Oncology: Supporting Remote Monitoring and Scalable Digital Health Integration","2026","Technologies","14","1","24","","","0","10.3390/technologies14010024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105029083462&doi=10.3390%2Ftechnologies14010024&partnerID=40&md5=5a122f20dbae4b05a79df8754c01f2a9","Benchmarking; Computer programming; Cost effectiveness; Data integration; Diagnosis; Digital devices; Digital integrated circuits; Integration; Interoperability; Medical computing; mHealth; Oncology; Regulatory compliance; Remote control; Wearable computers; Applications programming interfaces; Battery autonomy; Benchmarking framework; Cost effective; Device selection; Digital health; Health data; Health data integration; Remote monitoring; Wearable devices; Remote patient monitoring","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105029083462"
"Zhang L.; Huang Y.; Fang L.; Guan T.; Jong M.S.-Y.; Shang J.","Zhang, Lu (57013889200); Huang, Yuhan (60095991100); Fang, Lu (60215043000); Guan, Tao (60409337400); Jong, Morris Siu-Yung (14035922300); Shang, Junjie (16231453900)","57013889200; 60095991100; 60215043000; 60409337400; 14035922300; 16231453900","Game Design for Emotional Dynamics: The Role of Visual Color and Gameplay Activities in Shaping Emotional Transitions in Digital Game-Based Language Learning","2026","International Journal of Human-Computer Interaction","","","","","","0","10.1080/10447318.2026.2630086","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105030682746&doi=10.1080%2F10447318.2026.2630086&partnerID=40&md5=fdd6768b2192b679aef9a219ce9743e7","Color; Computer aided instruction; Computer games; Dynamics; E-learning; Human computer interaction; Interactive computer graphics; Interface states; Learning systems; Digital game-based language learning; Digital games; Emotional transition; Facial expression recognition; Game design; Game-Based; Gameplay; Language learning; Learning analytic; Visual colors; Game design","Article","Article in press","","Scopus","2-s2.0-105030682746"
"","","","Future Technologies Conference, FTC 2025","2026","Lecture Notes in Networks and Systems","1677 LNNS","","","","","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105028405078&partnerID=40&md5=4879dbcfd7622603a2d306a6bc7b2ac9","","Conference review","Final","","Scopus","2-s2.0-105028405078"
"Borghoff U.M.; Bottoni P.; Pareschi R.","Borghoff, Uwe M. (6602756940); Bottoni, Paolo (7006566346); Pareschi, Remo (56147716700)","6602756940; 7006566346; 56147716700","Guarded Swarms: Building Trusted Autonomy Through Digital Intelligence and Physical Safeguards †","2026","Future Internet","18","1","64","","","0","10.3390/fi18010064","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105029081288&doi=10.3390%2Ffi18010064&partnerID=40&md5=30e88ebd718a40f6801049b1cc362456","Autonomous agents; Embedded systems; Intelligent agents; Interface states; Swarm intelligence; Unmanned aerial vehicles (UAV); Agentic AI; Autonomous UAV; Contested environment; Cybe-physical systems; Cyber-physical systems; Digital–analog integration; Guarded swarm; Hybrid cybe–physical system; Resilient autonomy; UAV/UGV swarm; Multi agent systems","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105029081288"
"Imran M.; Yao B.","Imran, Muhammad (57200275504); Yao, Bin (34769164600)","57200275504; 34769164600","ReBIoT: a resource-efficient framework for blockchain-enabled IoT and distributed large-scale applications","2026","International Journal of Information and Computer Security","29","2","","176","206","0","10.1504/IJICS.2026.151318","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105028882416&doi=10.1504%2FIJICS.2026.151318&partnerID=40&md5=35f3d2016c0ac3f8b172c832522c92bb","Decision making; Digital storage; Internet of things; Network security; Block-chain; Consensus algorithms; Energy; Forking; IoT; Large-scale applications; Resource-efficient; Resourceconstrained devices; Security and privacy; Versioning; Blockchain; Energy efficiency","Article","Final","","Scopus","2-s2.0-105028882416"
"Faneli A.C.; Oliveira R.D.C.; Nakayama L.F.; Torres R.A.; Muccioli C.; Regatieri C.V.S.","Faneli, Adriano Cypriano (58797493100); Oliveira, Ricardo Danilo Chagas (58797220300); Nakayama, Luis Filipe (57202532898); Torres, Rodrigo Amaral (58798316700); Muccioli, Cristina (6701678940); Regatieri, Caio Vinicius Saito (14619615800)","58797493100; 58797220300; 57202532898; 58798316700; 6701678940; 14619615800","Performance of generative large language models in answering questions from the Brazilian Retina and Vitreous Society certification exam","2026","Arquivos brasileiros de oftalmologia","89","2","","e20250113","","0","10.5935/0004-2749.2025-0113","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105032094417&doi=10.5935%2F0004-2749.2025-0113&partnerID=40&md5=69b554fb29f67443dec3b4464a736c57","Brazil; Certification; Educational Measurement; Humans; Large Language Models; Ophthalmology; Retina; Societies, Medical; Brazil; certification; education; human; large language model; medical society; ophthalmology; procedures; retina","Article","Final","","Scopus","2-s2.0-105032094417"
"Aydeger A.; Zeydan E.; Mangues-Bafalluy J.; Turk Y.; Khowaja S.A.; Dev K.","Aydeger, Abdullah (56247447500); Zeydan, Engin (24315322700); Mangues-Bafalluy, Josep (15923494300); Turk, Yekta (57202971839); Khowaja, Sunder Ali (56500465400); Dev, Kapal (57190336390)","56247447500; 24315322700; 15923494300; 57202971839; 56500465400; 57190336390","Decentralized Digital Identity Management for Large Language Model Agents","2026","IEEE Communications Standards Magazine","10","1","","87","94","0","10.1109/MCOMSTD.2025.3648666","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105029264031&doi=10.1109%2FMCOMSTD.2025.3648666&partnerID=40&md5=037b9547e1fe569149902c4a8e9097fe","Authentication; Electronic document identification systems; Government data processing; AI systems; Decentralised; Digital identity management; External tools; Language model; Model agents; Planning tools; Security risks; Text generations; Unauthorized access; Application programming interfaces (API)","Article","Final","","Scopus","2-s2.0-105029264031"
"da Silva H.P.; Bota P.J.; Cacais do Carmo A.S.","da Silva, Hugo Plácido (58073666100); Bota, Patrícia Justo (57205575835); Cacais do Carmo, Ana Sofia (60412859700)","58073666100; 57205575835; 60412859700","Open Source Biomedical Engineering: Bridging the Gap Between Sensing, Processing, and Visualization","2026","Open Source Biomedical Engineering: Bridging the Gap Between Sensing, Processing, and Visualization","","","","1","250","0","10.1007/978-3-032-03655-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105030898552&doi=10.1007%2F978-3-032-03655-1&partnerID=40&md5=f3ae4a27858339f3249c6d6dd56b1b86","Application programs; Biomedical engineering; Biomedical equipment; Biomedical signal processing; Data acquisition; Data handling; Digital storage; Human computer interaction; Human engineering; Medical computing; Open source software; Open systems; Psychophysiology; Software design; User interfaces; Biomedical devices; Case-studies; Cloud-based; End to end; Evaluation study; Experimental evaluation; Hardware and software design; Open-source; Open-source technology; Processing tools; Product design","Book","Final","","Scopus","2-s2.0-105030898552"
"Wallum M.; Foley S.; Mody R.; O’Rourke L.; Sanchez-Cabezudo D.; Stoitsev T.","Wallum, Marcus (57204568846); Foley, Steve (16030830600); Mody, Riya (60356291200); O’Rourke, Laurence (54977831800); Sanchez-Cabezudo, David (60356432300); Stoitsev, Todor (23467964700)","57204568846; 16030830600; 60356291200; 54977831800; 60356432300; 23467964700","Onboarding of ESA missions to the Ground Segment Engineering Framework: an open source MBSE framework for ESA mission and science ground segments","2026","CEAS Space Journal","","","","","","0","10.1007/s12567-025-00683-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105028893871&doi=10.1007%2Fs12567-025-00683-y&partnerID=40&md5=52cd50df84457876f2fbbf9773465ba6","Application programs; Digital libraries; Earth system models; Information management; Investments; Life cycle; Modeling languages; Open systems; Software architecture; Space applications; Space flight; User interfaces; Engineering frameworks; European Space Agency; Ground segments; Ground systems; Model-based system engineerings; Onboarding; Space mission ground system engineering; Space missions; System modeling language v2; System models; Cosmology","Article","Article in press","","Scopus","2-s2.0-105028893871"
"Luo C.; Zhong C.; Chen J.; Lin L.; Hu H.; Li F.","Luo, Chengyu (59693467600); Zhong, Chao (57217042342); Chen, Jialei (60412199400); Lin, Lihua (56438307700); Hu, Hailong (57204864767); Li, Fushan (16425712400)","59693467600; 57217042342; 60412199400; 56438307700; 57204864767; 16425712400","Advances in preparation of high-performance quantum dot light-emitting diodes based on interfacial modification layers; [基于界面修饰层制备高性能量子点发光 二极管的研究进展]","2026","Chinese Journal of Liquid Crystals and Displays","41","1","","120","141","0","10.37188/CJLCD.2025-0194","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105030848051&doi=10.37188%2FCJLCD.2025-0194&partnerID=40&md5=9689726a19b18103c6d5dc4cee44ce2a","","Article","Final","","Scopus","2-s2.0-105030848051"
"von Süsskind V.F.; Remiger J.; Huber S.; Stößel M.; Kožulović D.","von Süsskind, Victor Freiherr (60415913800); Remiger, Jonas (58906643900); Huber, Samuel (60416746200); Stößel, Marcel (36138135100); Kožulović, Dragan (15059096700)","60415913800; 58906643900; 60416746200; 36138135100; 15059096700","An Engine Mission Simulation Framework for Model-Based Controller Development of Micro Turbojet Engines","2026","AIAA Science and Technology Forum and Exposition, AIAA SciTech Forum 2026","","","","","","0","10.2514/6.2026-0341","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105031065228&doi=10.2514%2F6.2026-0341&partnerID=40&md5=37b9f7322cfbaf74972766999085c7dd","Adaptive control systems; Aircraft control; Aviation; Flight control systems; Flight dynamics; Flight simulators; Flight testing; Model predictive control; Structural dynamics; Thermodynamics; Transient analysis; Turbojet engines; Unmanned aerial vehicles (UAV); Aerial vehicle; Controller development; Integrated control strategy; Micro jet; Micro-turbojet engine; Mission simulation; Model-based controller; Simulation framework; Simulation systems; Surge margin; Controllers","Conference paper","Final","","Scopus","2-s2.0-105031065228"
"Rojas D.; Muñoz J.; Murillo-Yarce D.; Rivera M.; Wheeler P.","Rojas, Diego (57205525112); Muñoz, Javier (7402869772); Murillo-Yarce, Duberney (57201522713); Rivera, Marco (35230846600); Wheeler, Patrick (7101693838)","57205525112; 7402869772; 57201522713; 35230846600; 7101693838","Control of a Four-Port DC–DC Converter for Photovoltaic Systems Integrating Batteries and Supercapacitors","2026","IEEE Access","14","","","15945","15967","0","10.1109/ACCESS.2026.3657527","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105028607943&doi=10.1109%2FACCESS.2026.3657527&partnerID=40&md5=899b3186aa571840e81be470fe506859","Charging (batteries); DC-DC converters; Digital control systems; Photovoltaics; Secondary batteries; State feedback; Battery; Control strategies; Dc/dc converters; Digital control; Four-port dc-dc converter; Load voltages; Photovoltaic systems; Photovoltaic voltage; Photovoltaics; Settling time; Supercapacitor","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105028607943"
